,headlines,content,date,headlines_en,content_en,stem_headline_en,emotion
63,politie haalt frauduleuze corona-webshop offline en houdt miljoenenbestelling tegen,het team cybercrime van de politie oost-brabant heeft afgelopen week een aantal frauduleuze webshops offline gehaald. in die webwinkels werden ...,22-04-20,Police took fraudulent corona shop offline and maintains million order from,Team cybercrime Police East Brabant last week won a number of fraudulent online shops offline. in which shops were ...,"['Police', 'took', 'fraudulent', 'corona', 'shop', 'offline', 'and', 'maintain', 'million', 'order', 'from']",guilt
64,corona-maatregelen tijdens pro-formazitting 6 mei in zaak nicky verstappen,"op woensdag 6 mei 2020 vindt de zesde pro-formazitting plaats in de strafzaak tegen jos b., de man die onder meer wordt verdacht van betrokkenheid bij de ...",22-04-20,corona measures in pro forma session May 6 in case Nicky verstappen,"on Wednesday, May 6th, 2020, the sixth pro-forma session held in the criminal case against jos b., the man suspected of involvement in, among other ...","['corona', 'measure', 'pro', 'forma', 'session', 'May', 'case', 'Nicky', 'verstappen']",anger
65,twee uitvaarten in plaats van diamanten huwelijk: alleen corona kon frans en lies scheiden,"frans en lies kapteijns waren vandaag 60 jaar getrouwd, als het coronavirus niet had toegeslagen. ze keken uit naar het feest maar zijn er niet meer.",22-04-20,two funerals instead of diamond marriage: only corona could separate French and groin,"French and groin Kapteijns today were married for 60 years, as the coronavirus had not struck. They looked forward to the party, but there are no more.","['two', 'funerals', 'instead', 'diamond', 'marriage', 'only', 'corona', 'could', 'separate', 'French', 'and', 'groin']",sadness
66,'onderzoek huisartsen laat meer corona-doden zien',bij het consortium huisartsengeneeskunde zijn nu 1.900 meldingen gedaan van mensen die corona-positief zijn of waar een sterke verdenking van een ...,22-04-20,"""Research shows more GPs corona kill you '","the consortium family medicine are now 1,900 reports of people who are positive corona or where a strong suspicion of a ...","['Research', 'show', 'more', 'GPs', 'corona', 'kill', 'you']",fear
67,"'collega's zijn elke dag emotioneel', verzorgingshuizen worstelen met corona","onduidelijke richtlijnen, een tekort aan middelen om zichzelf te beschermen en de emotionele belasting maakt de medewerkers onrustig, angstig en boos.",22-04-20,"'Colleagues everyday emotional ""wrestling with corona homes","unclear guidelines, a lack of resources to protect themselves and the emotional stress makes people restless, anxious and angry.","[""'Colleagues"", 'everyday', 'emotional', 'wrestling', 'with', 'corona', 'home']",fear
68,'patiënten betalen honderden euro's extra door corona',patiënten bij wie de behandeling is uitgesteld vanwege de coronacrisis kunnen worden opgezadeld met honderden euro's aan extra kosten. ze betalen twee ...,22-04-20,"""Patients pay hundreds of euro's extra corona '",patients whose treatment was delayed because of the crisis corona can be saddled with hundreds of euros in extra costs. they pay two ...,"['Patients', 'pay', 'hundred', 'euro', 'extra', 'corona']",guilt
69,airis fakirmohamed werkt op een corona-afdeling: 'deze patiënten hebben ons nodig',gorinchem de zorg voor patiënten met corona vraagt veel van de medewerkers van het beatrixziekenhuis in gorinchem. hoe is het om op een ...,22-04-20,"Airis Fakir Mohamed works on a corona department, ""these patients need us""",gorinchem care for patients with corona demands on the staff of the hospital in gorinchem beatrix. What is it like a ...,"['Airis', 'Fakir', 'Mohamed', 'work', 'corona', 'department', 'these', 'patients', 'need']",guilt
70,ijs eten kost meer levens dan corona nu eist,wat is goed handelen? in de rubriek nieuw moreel peil (nmp) onderzoekt peter henk steenhuis ethische vragen uit het coronatijdperk. dit is de eerst...,22-04-20,Ice food costs more lives than corona demands now,what is good acting? the category new moral level (NMP) is investigating Peter Henk stone ethical questions from the corona era. This is the first ...,"['Ice', 'food', 'cost', 'more', 'life', 'than', 'corona', 'demand', 'now']",disgust
71,"corona is net kerstmis, straks alle fake emo-boodschappen de prullenbak in en over tot de orde van de dag",of houden merken de betrokkenheid en de verbondenheid in het post-corona-tijdperk vast?,22-04-20,"corona is like Christmas, soon all emo fake messages in the trash and to the order of the day",or keep the brands commitment and solidarity in the post-corona-era fixed?,"['corona', 'like', 'Christmas', 'soon', 'all', 'emo', 'fake', 'message', 'the', 'trash', 'and', 'the', 'order', 'the', 'day']",anger
72,corona | now geldt ook voor door pfas en stikstof getroffen bedrijven,de noodmaatregel overbrugging voor werkbehoud (now) geldt niet alleen voor omzetschade door corona maar ook voor andere oorzaken waardoor ...,22-04-20,corona | now also applies to businesses affected by PFAS and nitrogen,the emergency measure for bridge maintenance work (now) applies not only to sales caused by corona but for other reasons why ...,"['corona', 'now', 'also', 'applies', 'business', 'affected', 'PFAS', 'and', 'nitrogen']",disgust
73,corona in limburg: cijfers van 22 april,in totaal zijn in limburg tot nu toe 3.702 mensen positief getest op besmetting met het coronavirus. zeker 1.463 limburgers zijn opgenomen (geweest) in het ...,22-04-20,corona in Limburg: figures for April 22,"in total in Phoenix so far 3,702 people tested positive for infection with the coronavirus. certainly 1463 Limburg are (were) included in the ...","['corona', 'Limburg', 'figure', 'for', 'April']",fear
74,"marktkoopman paul bol kan als geen ander zijn messen verkopen, maar corona gooit roet in het eten",vorig jaar rond deze tijd werd paul bol nog wereldkampioen standwerken. de marktkoopman uit veldhoven verkoopt op markten en braderieën groentemessen ...,22-04-20,"market trader Paul globe like no other are selling knives, but corona throws spanner in the works",Last year around this time was Paul globe still stand working world. market vendor sells out veldhoven at markets and fairs vegetable knife ...,"['market', 'trader', 'Paul', 'globe', 'like', 'other', 'are', 'selling', 'knife', 'but', 'corona', 'throw', 'spanner', 'the', 'work']",disgust
75,minder auto-ongelukken door corona. maar een goedkopere autoverzekering? vergeet het maar!,"dat veel auto's minder rijden tijdens de coronacrisis, wil niet zeggen dat autobezitters automatisch minder verzekeringspremie betalen. dat blijkt uit onderzoek ...",22-04-20,fewer car accidents by corona. but a cheaper car insurance? forget it!,many cars drive less during the corona crisis does not mean that car owners pay less auto insurance. which research shows ...,"['few', 'car', 'accident', 'corona', 'but', 'cheaper', 'car', 'insurance', 'forget']",fear
76,corona | check de noodsteunregelingen in vijf stappen,de kamer van koophandel heeft een overzicht gemaakt waarin je in vijf stappen ziet welke coronaregelingen op een bedrijf van toepassing kunnen zijn.,22-04-20,corona | Check the emergency aid in five steps,the Chamber of Commerce made a statement that you see in five steps which corona schemes to be a company to apply.,"['corona', 'Check', 'the', 'emergency', 'aid', 'five', 'step']",fear
77,studentenstress en corona: 'wees mild voor jezelf',illustratie: elmarye aaij verplicht op je kamer blijven vanwege een gevaarlijk virus en ondertussen gewoon doorstuderen: dat is nogal wat. de eisen mogen ...,22-04-20,"students stress and corona: ""Be kind to yourself '","Illustration: elmarye Aaij must stay in your room because of a dangerous virus and meanwhile simply by studying, that is quite something. to require the ...","['student', 'stress', 'and', 'corona', 'kind', 'yourself']",joy
78,dit restaurant moet de deuren sluiten: corona betekende de nekslag,wegrestaurant wendy's is een de restaurants die het niet heeft gerede. het is met onmiddellijke ingang gesloten. uitbater wim veerhoek is er niet in geslaagd ...,22-04-20,This restaurant has to close the doors corona meant the final blow,roadhouse Wendy's is a restaurant that has not finished. it is closed immediately. wim spring angle operator has failed ...,"['This', 'restaurant', 'have', 'close', 'the', 'door', 'corona', 'meant', 'the', 'final', 'blow']",fear
79,overleden in tijden van corona en dan...,"corona raakt ons allemaal en dat is verdrietig genoeg, maar hoe zit het eigenlijk met een uitvaart van iemand in coronatijd en iemand die is overleden aan ...",22-04-20,deceased in times of corona and then ...,"corona affects all of us and that is sad enough, but what about actually having a funeral of someone corona time and someone who is deceased in ...","['deceased', 'time', 'corona', 'and', 'then', '...']",sadness
80,war child ook tijdens corona actief,ook tijdens de coronacrisis steunt war child kinderen in oorlogsgebieden. een nieuwe campagne ontwikkeld door creatief bureau wunderman thompson moet ...,22-04-20,war shield during active corona,also during the corona crisis supports war shield children in war zones. a new campaign developed by creative agency Wunderman thompson should ...,"['war', 'shield', 'during', 'active', 'corona']",fear
81,het corona-nieuws van woensdag 22 april,wat was er vandaag in het nieuws over het coronavirus? fashionunited verzamelt dagelijks het belangrijkste covid-19 (gerelateerde) nieuws in een overzicht.,22-04-20,"the corona news Wednesday, April 22",what today was the news about the coronavirus? fashion united collects daily the main covid-19 (related) news at a glance.,"['the', 'corona', 'news', 'Wednesday', 'April']",joy
82,drie nieuwe corona-sterfgevallen in zeeland,middelburg - sinds de update van gisteren zijn er drie nieuwe sterfgevallen gemeld van zeeuwen die besmet waren met het coronavirus covid-19.,22-04-20,Three new corona deaths Zealand,"middelburg - since yesterday's update, three new deaths reported Zealanders who were infected with the coronavirus covid-19.","['Three', 'new', 'corona', 'death', 'Zealand']",sadness
83,corona-crisis-app: nog veel kritiek deskundigen,om de ggd te helpen bij bron- en contactonderzoek naar het coronavirus is een app die kan zien bij wie je in de buurt bent geweest een serieuze optie. er was ...,22-04-20,corona crisis app: much criticism Experts,to help the GCD at source and contact investigation of the coronavirus is an app that can see who you've been a serious option in the neighborhood. there was ...,"['corona', 'crisis', 'app', 'much', 'criticism', 'Experts']",anger
84,celstraffen in amersfoortse corona-zaken,"amersfoort - een man die anderhalve week geleden op station amersfoort een conductrice heeft geslagen, bespuugd en bedreigd met corona, gaat 10 ...",22-04-20,imprisonment in Amersfoort corona affairs,"amersfoort - a man who ten days ago in amersfoort station has beaten a conductress, spat at and threatened with corona, is 10 ...","['imprisonment', 'Amersfoort', 'corona', 'affair']",guilt
85,bluetooth ongeschikt voor corona-app,bij de hoorzitting in de kamer over de corona-app wordt bluetooth als ongeschikt genoemd. door de coronacrisis betalen sommige patiënten twee keer eigen ...,22-04-20,Bluetooth unsuitable for corona app,at the hearing in the room about the corona bluetooth app is named as unfit. by corona crisis some patients pay twice own ...,"['Bluetooth', 'unsuitable', 'for', 'corona', 'app']",disgust
